time,power_w
2025-01-06 02:45:00+0100,16196.346679687502
2025-01-06 03:00:00+0100,18472.60546875
2025-01-06 03:15:00+0100,23040.158203125
2025-01-06 03:30:00+0100,20068.900390625
2025-01-06 03:45:00+0100,28683.982421875
2025-01-06 04:00:00+0100,31614.01171875
2025-01-06 04:15:00+0100,34671.8203125
2025-01-06 04:30:00+0100,27670.791015625
2025-01-06 04:45:00+0100,24623.728515625
2025-01-06 05:00:00+0100,30136.16015625
2025-01-06 05:15:00+0100,33287.69921875
2025-01-06 05:30:00+0100,32156.160156250004
2025-01-06 05:45:00+0100,22330.98828125
2025-01-06 06:00:00+0100,32137.41796875
2025-01-06 06:15:00+0100,30404.20703125
2025-01-06 06:30:00+0100,29762.890625
2025-01-06 06:45:00+0100,35557.0390625
2025-01-06 07:00:00+0100,25262.056640625
2025-01-06 07:15:00+0100,25720.5703125
2025-01-06 07:30:00+0100,37658.46484375
2025-01-06 07:45:00+0100,31283.87109375
2025-01-06 08:00:00+0100,28421.783203125
2025-01-06 08:15:00+0100,35271.7578125
2025-01-06 08:30:00+0100,29240.888671875
2025-01-06 08:45:00+0100,31231.173828125
2025-01-06 09:00:00+0100,29897.28515625
2025-01-06 09:15:00+0100,25830.625
2025-01-06 09:30:00+0100,27945.6640625
2025-01-06 09:45:00+0100,28081.90625
2025-01-06 10:00:00+0100,29692.08203125
2025-01-06 10:15:00+0100,28311.24609375
2025-01-06 10:30:00+0100,30117.236328125
2025-01-06 10:45:00+0100,32012.193359374996
2025-01-06 11:00:00+0100,30415.173828125
2025-01-06 11:15:00+0100,32786.6953125
2025-01-06 11:30:00+0100,31936.8125
2025-01-06 11:45:00+0100,29451.80859375
2025-01-06 12:00:00+0100,25329.388671875
2025-01-06 12:15:00+0100,27403.19921875
2025-01-06 12:30:00+0100,30625.017578125
2025-01-06 12:45:00+0100,27749.337890625
2025-01-06 13:00:00+0100,31714.896484375
2025-01-06 13:15:00+0100,31101.7890625
2025-01-06 13:30:00+0100,28731.68359375
2025-01-06 13:45:00+0100,29763.2734375
2025-01-06 14:00:00+0100,25515.451171875
2025-01-06 14:15:00+0100,25334.298828125
2025-01-06 14:30:00+0100,28401.5
2025-01-06 14:45:00+0100,31381.16015625
2025-01-06 15:00:00+0100,28501.27734375
2025-01-06 15:15:00+0100,32346.95703125
2025-01-06 15:30:00+0100,28312.765625
2025-01-06 15:45:00+0100,31285.251953125
2025-01-06 16:00:00+0100,29766.6484375
2025-01-06 16:15:00+0100,29707.8828125
2025-01-06 16:30:00+0100,26849.71875
2025-01-06 16:45:00+0100,31113.642578125
2025-01-06 17:00:00+0100,31628.234375
2025-01-06 17:15:00+0100,33062.11328125
2025-01-06 17:30:00+0100,31312.0
2025-01-06 17:45:00+0100,32005.396484374996
2025-01-06 18:00:00+0100,28952.337890625
2025-01-06 18:15:00+0100,32416.062500000004
2025-01-06 18:30:00+0100,30912.455078125
2025-01-06 18:45:00+0100,33885.6328125
2025-01-06 19:00:00+0100,27479.92578125
2025-01-06 19:15:00+0100,28492.705078125
2025-01-06 19:30:00+0100,38007.3203125
2025-01-06 19:45:00+0100,29120.333984375
2025-01-06 20:00:00+0100,20179.1640625
2025-01-06 20:15:00+0100,20285.736328125
